_id,processo_numero,processo_ocorrencia
45125,8026352021,Não há Ocorrência para essa Solicitação
45126,8026350721,Não há Ocorrência para essa Solicitação
45127,8026345119,Não há Ocorrência para essa Solicitação
45128,8026342015,Deslizamentos de Barreiras
45129,8026338522,Não há Ocorrência para essa Solicitação
45130,8026330422,Não há Ocorrência para essa Solicitação
45131,8026330016,Deslizamentos de Barreiras
45132,8026323117,Não há Ocorrência para essa Solicitação
45133,8026318817,Não há Ocorrência para essa Solicitação
45134,8026312619,Não há Ocorrência para essa Solicitação
45135,8026300117,Não há Ocorrência para essa Solicitação
45136,8026297918,Imoveis com Danos/Risco
45137,8026297918,Arvores em Risco
45138,8026295621,Não há Ocorrência para essa Solicitação
45139,8026293119,Deslizamentos de Barreiras
45140,8026293119,Não há Ocorrência para essa Solicitação
45141,8026292721,Não há Ocorrência para essa Solicitação
45142,8026288021,Não há Ocorrência para essa Solicitação
45143,8026286016,Não há Ocorrência para essa Solicitação
45144,8026286016,Deslizamentos de Barreiras
45145,8026282516,Deslizamentos de Barreiras
45146,8026282516,Arvores em Risco
45147,8026280216,Deslizamentos de Barreiras
45148,8026273221,Não há Ocorrência para essa Solicitação
45149,8026269322,Não há Ocorrência para essa Solicitação
45150,8026266422,Não há Ocorrência para essa Solicitação
45151,8026264122,Não há Ocorrência para essa Solicitação
45152,8026262021,Não há Ocorrência para essa Solicitação
45153,8026257721,Não há Ocorrência para essa Solicitação
45154,8026250417,Deslizamentos de Barreiras
45155,8026241318,Não há Ocorrência para essa Solicitação
45156,8026240215,Arvores em Risco
45157,8026239722,Não há Ocorrência para essa Solicitação
45158,8026234522,Não há Ocorrência para essa Solicitação
45159,8026233416,Não há Ocorrência para essa Solicitação
45160,8026233021,Não há Ocorrência para essa Solicitação
45161,8026232222,Não há Ocorrência para essa Solicitação
45162,8026231821,Não há Ocorrência para essa Solicitação
45163,8026230317,Não há Ocorrência para essa Solicitação
45164,8026219821,Imoveis com Danos/Risco
45165,8026217916,Deslizamentos de Barreiras
45166,8026216921,Imoveis com Danos/Risco
45167,8026213018,Arvores em Risco
45168,8026206517,Imoveis com Danos/Risco
45169,8026206517,Arvores em Risco
45170,8026206119,Não há Ocorrência para essa Solicitação
45171,8026204615,Imoveis com Danos/Risco
45172,8026204615,Desabamento Parcial de Obras de Contencao/Drenagem
45173,8026200322,Arvores em Risco
45174,8026198021,Não há Ocorrência para essa Solicitação
45175,8026192022,Não há Ocorrência para essa Solicitação
45176,8026191621,Não há Ocorrência para essa Solicitação
45177,8026186417,Não há Ocorrência para essa Solicitação
45178,8026185621,Não há Ocorrência para essa Solicitação
45179,8026181021,Não há Ocorrência para essa Solicitação
45180,8026179115,Não há Ocorrência para essa Solicitação
45181,8026175416,Arvores em Risco
45182,8026174617,Muro com Danos
45183,8026171322,Não há Ocorrência para essa Solicitação
45184,8026170017,Não há Ocorrência para essa Solicitação
45185,8026168222,Não há Ocorrência para essa Solicitação
45186,8026167017,Não há Ocorrência para essa Solicitação
45187,8026164918,Imoveis com Danos/Risco
45188,8026161822,Não há Ocorrência para essa Solicitação
45189,8026153016,Deslizamentos de Barreiras
45190,8026152021,Não há Ocorrência para essa Solicitação
45191,8026149822,Não há Ocorrência para essa Solicitação
45192,8026149117,Imoveis com Danos/Risco
45193,8026146922,Não há Ocorrência para essa Solicitação
45194,8026140417,Não há Ocorrência para essa Solicitação
45195,8026140022,Não há Ocorrência para essa Solicitação
45196,8026136521,Não há Ocorrência para essa Solicitação
45197,8026130522,Não há Ocorrência para essa Solicitação
45198,8026129921,Muro com Danos
45199,8026129017,Não há Ocorrência para essa Solicitação
45200,8026123021,Não há Ocorrência para essa Solicitação
45201,8026119321,Não há Ocorrência para essa Solicitação
45202,8026117416,Deslizamentos de Barreiras
45203,8026117217,Imoveis com Danos/Risco
45204,8026115116,Imoveis com Danos/Risco
45205,8026115017,Não há Ocorrência para essa Solicitação
45206,8026103316,Arvores em Risco
45207,8026101016,Não há Ocorrência para essa Solicitação
45208,8026095721,Não há Ocorrência para essa Solicitação
45209,8026087222,Deslizamentos de Barreiras
45210,8026086116,Não há Ocorrência para essa Solicitação
45211,8026079019,Deslizamentos de Barreiras
45212,8026075422,Não há Ocorrência para essa Solicitação
45213,8026072721,Não há Ocorrência para essa Solicitação
45214,8026070222,Não há Ocorrência para essa Solicitação
45215,8026068120,Deslizamentos de Barreiras
45216,8026068120,Imoveis com Danos/Risco
45217,8026066920,Não há Ocorrência para essa Solicitação
45218,8026064620,Não há Ocorrência para essa Solicitação
45219,8026063821,Imoveis com Danos/Risco
45220,8026061521,Imoveis com Danos/Risco
45221,8026058421,Muro com Danos
45222,8026056121,Não há Ocorrência para essa Solicitação
45223,8026052817,Não há Ocorrência para essa Solicitação
45224,8026050321,Deslizamentos de Barreiras
45225,8026049717,Deslizamentos de Barreiras
45226,8026046621,Não há Ocorrência para essa Solicitação
45227,8026044321,Imoveis com Danos/Risco
45228,8026039021,Não há Ocorrência para essa Solicitação
45229,8026036021,Não há Ocorrência para essa Solicitação
45230,8026035620,Não há Ocorrência para essa Solicitação
45231,8026027118,Não há Ocorrência para essa Solicitação
45232,8026022316,Deslizamentos de Barreiras
45233,8026021321,Não há Ocorrência para essa Solicitação
45234,8026020522,Não há Ocorrência para essa Solicitação
45235,8026020215,Deslizamentos de Barreiras
45236,8026018420,Não há Ocorrência para essa Solicitação
45237,8026017621,Não há Ocorrência para essa Solicitação
45238,8026015716,Não há Ocorrência para essa Solicitação
45239,8026014215,Arvores em Risco
45240,8026006015,Arvores em Risco
45241,8026004715,Arvores em Risco
45242,8026001022,Arvores em Risco
45243,8025998517,Imoveis com Danos/Risco
45244,8025998321,Não há Ocorrência para essa Solicitação
45245,8025995421,Não há Ocorrência para essa Solicitação
45246,8025995222,Não há Ocorrência para essa Solicitação
45247,8025992015,Não há Ocorrência para essa Solicitação
45248,8025991921,Não há Ocorrência para essa Solicitação
45249,8025989219,Não há Ocorrência para essa Solicitação
45250,8025983621,Não há Ocorrência para essa Solicitação
45251,8025983621,Imoveis com Danos/Risco
45252,8025983016,Não há Ocorrência para essa Solicitação
45253,8025980721,Não há Ocorrência para essa Solicitação
45254,8025978221,Não há Ocorrência para essa Solicitação
45255,8025976515,Não há Ocorrência para essa Solicitação
45256,8025972617,Não há Ocorrência para essa Solicitação
45257,8025969716,Deslizamentos de Barreiras
45258,8025966421,Não há Ocorrência para essa Solicitação
45259,8025964715,Não há Ocorrência para essa Solicitação
45260,8025964516,Não há Ocorrência para essa Solicitação
45261,8025963521,Não há Ocorrência para essa Solicitação
45262,8025961616,Imoveis com Danos/Risco
45263,8025959821,Não há Ocorrência para essa Solicitação
45264,8025955221,Não há Ocorrência para essa Solicitação
45265,8025955022,Não há Ocorrência para essa Solicitação
45266,8025951522,Não há Ocorrência para essa Solicitação
45267,8025950021,Não há Ocorrência para essa Solicitação
45268,8025948817,Não há Ocorrência para essa Solicitação
45269,8025948621,Não há Ocorrência para essa Solicitação
45270,8025946716,Arvores em Risco
45271,8025946321,Não há Ocorrência para essa Solicitação
45272,8025944021,Não há Ocorrência para essa Solicitação
45273,8025942821,Não há Ocorrência para essa Solicitação
45274,8025939721,Não há Ocorrência para essa Solicitação
45275,8025935121,Não há Ocorrência para essa Solicitação
45276,8025934916,Não há Ocorrência para essa Solicitação
45277,8025934322,Não há Ocorrência para essa Solicitação
45278,8025931422,Não há Ocorrência para essa Solicitação
45279,8025931016,Não há Ocorrência para essa Solicitação
45280,8025923915,Não há Ocorrência para essa Solicitação
45281,8025919618,Não há Ocorrência para essa Solicitação
45282,8025918819,Não há Ocorrência para essa Solicitação
45283,8025917318,Muro com Danos
45284,8025915018,Não há Ocorrência para essa Solicitação
45285,8025912022,Não há Ocorrência para essa Solicitação
45286,8025907020,Não há Ocorrência para essa Solicitação
45287,8025899322,Não há Ocorrência para essa Solicitação
45288,8025892922,Não há Ocorrência para essa Solicitação
45289,8025891418,Não há Ocorrência para essa Solicitação
45290,8025890622,Não há Ocorrência para essa Solicitação
45291,8025888915,Não há Ocorrência para essa Solicitação
45292,8025885620,Não há Ocorrência para essa Solicitação
45293,8025880022,Não há Ocorrência para essa Solicitação
45294,8025877022,Imoveis com Danos/Risco
45295,8025872515,Não há Ocorrência para essa Solicitação
45296,8025853521,Não há Ocorrência para essa Solicitação
45297,8025844820,Imoveis com Danos/Risco
45298,8025839218,Imoveis com Danos/Risco
45299,8025834922,Muro com Danos
45300,8025833418,Não há Ocorrência para essa Solicitação
45301,8025831121,Imoveis com Danos/Risco
45302,8025830720,Imoveis com Danos/Risco
45303,8025824015,Arvores em Risco
45304,8025819317,Não há Ocorrência para essa Solicitação
45305,8025817722,Não há Ocorrência para essa Solicitação
45306,8025815817,Não há Ocorrência para essa Solicitação
45307,8025815115,Não há Ocorrência para essa Solicitação
45308,8025812215,Imoveis com Danos/Risco
45309,8025808316,Não há Ocorrência para essa Solicitação
45310,8025806016,Não há Ocorrência para essa Solicitação
45311,8025803619,Não há Ocorrência para essa Solicitação
45312,8025802317,Não há Ocorrência para essa Solicitação
45313,8025791120,Não há Ocorrência para essa Solicitação
45314,8025788017,Não há Ocorrência para essa Solicitação
45315,8025786422,Não há Ocorrência para essa Solicitação
45316,8025783721,Não há Ocorrência para essa Solicitação
45317,8025782919,Arvores em Risco
45318,8025782615,Não há Ocorrência para essa Solicitação
45319,8025777215,Não há Ocorrência para essa Solicitação
45320,8025776922,Não há Ocorrência para essa Solicitação
45321,8025774821,Não há Ocorrência para essa Solicitação
45322,8025774315,Arvores em Risco
45323,8025774315,Muro com Danos
45324,8025773022,Não há Ocorrência para essa Solicitação
45325,8025772015,Não há Ocorrência para essa Solicitação
45326,8025769620,Imoveis com Danos/Risco
45327,8025766322,Não há Ocorrência para essa Solicitação
45328,8025766015,Invasao de Terreno de Auxilio Moradia
45329,8025764815,Imoveis com Danos/Risco
45330,8025763422,Não há Ocorrência para essa Solicitação
45331,8025763419,Arvores em Risco
45332,8025762515,Não há Ocorrência para essa Solicitação
45333,8025760522,Não há Ocorrência para essa Solicitação
45334,8025760215,Não há Ocorrência para essa Solicitação
45335,8025758815,Deslizamentos de Barreiras
45336,8025756120,Não há Ocorrência para essa Solicitação
45337,8025756117,Não há Ocorrência para essa Solicitação
45338,8025755915,Tombamento de Arvores
45339,8025753615,Muro com Danos
45340,8025752816,Deslizamentos de Barreiras
45341,8025746816,Deslizamentos de Barreiras
45342,8025746015,Não há Ocorrência para essa Solicitação
45343,8025738320,Imoveis com Danos/Risco
45344,8025733117,Não há Ocorrência para essa Solicitação
45345,8025731215,Arvores em Risco
45346,8025731016,Não há Ocorrência para essa Solicitação
45347,8025727822,Não há Ocorrência para essa Solicitação
45348,8025725016,Não há Ocorrência para essa Solicitação
45349,8025721715,Deslizamentos de Barreiras
45350,8025721715,Não há Ocorrência para essa Solicitação
45351,8025720717,Não há Ocorrência para essa Solicitação
45352,8025720717,Arvores em Risco
45353,8025719718,Não há Ocorrência para essa Solicitação
45354,8025715317,Invasao de Terreno de Auxilio Moradia
45355,8025715022,Não há Ocorrência para essa Solicitação
45356,8025713216,Não há Ocorrência para essa Solicitação
45357,8025712815,Deslizamentos de Barreiras
45358,8025712417,Imoveis com Danos/Risco
45359,8025701220,Não há Ocorrência para essa Solicitação
45360,8025698819,Não há Ocorrência para essa Solicitação
45361,8025697915,Não há Ocorrência para essa Solicitação
45362,8025692019,Imoveis com Danos/Risco
45363,8025688620,Não há Ocorrência para essa Solicitação
45364,8025688222,Não há Ocorrência para essa Solicitação
45365,8025684722,Deslizamentos de Barreiras
45366,8025684722,Muro com Danos
45367,8025683815,Deslizamentos de Barreiras
45368,8025676115,Não há Ocorrência para essa Solicitação
45369,8025674915,Muro com Danos
45370,8025674915,Imoveis com Danos/Risco
45371,8025673721,Não há Ocorrência para essa Solicitação
45372,8025668321,Não há Ocorrência para essa Solicitação
45373,8025664315,Não há Ocorrência para essa Solicitação
45374,8025663516,Não há Ocorrência para essa Solicitação
45375,8025663121,Imoveis com Danos/Risco
45376,8025661216,Não há Ocorrência para essa Solicitação
45377,8025659219,Imoveis com Danos/Risco
45378,8025656319,Não há Ocorrência para essa Solicitação
45379,8025655020,Não há Ocorrência para essa Solicitação
45380,8025653621,Não há Ocorrência para essa Solicitação
45381,8025652316,Arvores em Risco
45382,8025650721,Não há Ocorrência para essa Solicitação
45383,8025649216,Não há Ocorrência para essa Solicitação
45384,8025648022,Não há Ocorrência para essa Solicitação
45385,8025648019,Não há Ocorrência para essa Solicitação
45386,8025647618,Não há Ocorrência para essa Solicitação
45387,8025646819,Não há Ocorrência para essa Solicitação
45388,8025645716,Não há Ocorrência para essa Solicitação
45389,8025645520,Muro com Danos
45390,8025644718,Imoveis com Danos/Risco
45391,8025643615,Imoveis com Danos/Risco
45392,8025643416,Não há Ocorrência para essa Solicitação
45393,8025641116,Deslizamentos de Barreiras
45394,8025640118,Não há Ocorrência para essa Solicitação
45395,8025639716,Não há Ocorrência para essa Solicitação
45396,8025639122,Não há Ocorrência para essa Solicitação
45397,8025637416,Incendios
45398,8025637220,Não há Ocorrência para essa Solicitação
45399,8025634121,Não há Ocorrência para essa Solicitação
45400,8025633720,Não há Ocorrência para essa Solicitação
45401,8025633518,Invasao de Terreno de Auxilio Moradia
45402,8025633015,Não há Ocorrência para essa Solicitação
45403,8025631022,Arvores em Risco
45404,8025621215,Não há Ocorrência para essa Solicitação
45405,8025619417,Deslizamentos de Barreiras
45406,8025619022,Não há Ocorrência para essa Solicitação
45407,8025607620,Não há Ocorrência para essa Solicitação
45408,8025607421,Não há Ocorrência para essa Solicitação
45409,8025604322,Não há Ocorrência para essa Solicitação
45410,8025601820,Não há Ocorrência para essa Solicitação
45411,8025601419,Imoveis com Danos/Risco
45412,8025598319,Arvores em Risco
45413,8025598015,Imoveis com Danos/Risco
45414,8025597722,Não há Ocorrência para essa Solicitação
45415,8025594021,Não há Ocorrência para essa Solicitação
45416,8025593318,Não há Ocorrência para essa Solicitação
45417,8025590219,Não há Ocorrência para essa Solicitação
45418,8025587915,Deslizamentos de Barreiras
45419,8025586519,Deslizamentos de Barreiras
45420,8025584015,Imoveis com Danos/Risco
45421,8025584015,Arvores em Risco
45422,8025582019,Não há Ocorrência para essa Solicitação
45423,8025579021,Não há Ocorrência para essa Solicitação
45424,8025577619,Deslizamentos de Barreiras
45425,8025577619,Não há Ocorrência para essa Solicitação
45426,8025576118,Não há Ocorrência para essa Solicitação
45427,8025575521,Não há Ocorrência para essa Solicitação
45428,8025575319,Invasao de Terreno de Auxilio Moradia
45429,8025574415,Muro com Danos
45430,8025570119,Não há Ocorrência para essa Solicitação
45431,8025568719,Incendios
45432,8025567022,Não há Ocorrência para essa Solicitação
45433,8025566115,Postes em Risco
45434,8025563522,Imoveis com Danos/Risco
45435,8025562919,Imoveis com Danos/Risco
45436,8025559117,Arvores em Risco
45437,8025559117,Deslizamentos de Barreiras
45438,8025558520,Imoveis com Danos/Risco
45439,8025545020,Não há Ocorrência para essa Solicitação
45440,8025542021,Imoveis com Danos/Risco
45441,8025540920,Não há Ocorrência para essa Solicitação
45442,8025534920,Deslizamentos de Barreiras
45443,8025534016,Imoveis com Danos/Risco
45444,8025530022,Não há Ocorrência para essa Solicitação
45445,8025527922,Não há Ocorrência para essa Solicitação
45446,8025527615,Não há Ocorrência para essa Solicitação
45447,8025526620,Não há Ocorrência para essa Solicitação
45448,8025525017,Não há Ocorrência para essa Solicitação
45449,8025522020,Não há Ocorrência para essa Solicitação
45450,8025521022,Não há Ocorrência para essa Solicitação
45451,8025514422,Não há Ocorrência para essa Solicitação
45452,8025514016,Desabamento Total de Obras de Contencao/Drenagem
45453,8025513120,Imoveis com Danos/Risco
45454,8025511920,Não há Ocorrência para essa Solicitação
45455,8025505215,Muro com Danos
45456,8025503816,Imoveis com Danos/Risco
45457,8025503816,Arvores em Risco
45458,8025503015,Não há Ocorrência para essa Solicitação
45459,8025496116,Não há Ocorrência para essa Solicitação
45460,8025494720,Imoveis com Danos/Risco
45461,8025493017,Não há Ocorrência para essa Solicitação
45462,8025485115,Não há Ocorrência para essa Solicitação
45463,8025482215,Não há Ocorrência para essa Solicitação
45464,8025480222,Não há Ocorrência para essa Solicitação
45465,8025480015,Não há Ocorrência para essa Solicitação
45466,8025478120,Não há Ocorrência para essa Solicitação
45467,8025477915,Desabamento Total Imoveis
45468,8025472118,Não há Ocorrência para essa Solicitação
45469,8025468015,Arvores em Risco
45470,8025462422,Não há Ocorrência para essa Solicitação
45471,8025459720,Não há Ocorrência para essa Solicitação
45472,8025459521,Imoveis com Danos/Risco
45473,8025457815,Deslizamentos de Barreiras
45474,8025457815,Imoveis com Danos/Risco
45475,8025453920,Não há Ocorrência para essa Solicitação
45476,8025453721,Não há Ocorrência para essa Solicitação
45477,8025449117,Não há Ocorrência para essa Solicitação
45478,8025440022,Não há Ocorrência para essa Solicitação
45479,8025434420,Não há Ocorrência para essa Solicitação
45480,8025433817,Imoveis com Danos/Risco
45481,8025430920,Não há Ocorrência para essa Solicitação
45482,8025428022,Não há Ocorrência para essa Solicitação
45483,8025426021,Não há Ocorrência para essa Solicitação
45484,8025424920,Não há Ocorrência para essa Solicitação
45485,8025423217,Não há Ocorrência para essa Solicitação
45486,8025423021,Não há Ocorrência para essa Solicitação
45487,8025422015,Não há Ocorrência para essa Solicitação
45488,8025421020,Não há Ocorrência para essa Solicitação
45489,8025417220,Deslizamentos de Barreiras
45490,8025414320,Não há Ocorrência para essa Solicitação
45491,8025411221,Não há Ocorrência para essa Solicitação
45492,8025408715,Não há Ocorrência para essa Solicitação
45493,8025408516,Não há Ocorrência para essa Solicitação
45494,8025404016,Imoveis com Danos/Risco
45495,8025397515,Não há Ocorrência para essa Solicitação
45496,8025391320,Não há Ocorrência para essa Solicitação
45497,8025390521,Não há Ocorrência para essa Solicitação
45498,8025388922,Não há Ocorrência para essa Solicitação
45499,8025386020,Não há Ocorrência para essa Solicitação
45500,8025384720,Não há Ocorrência para essa Solicitação
45501,8025384521,Não há Ocorrência para essa Solicitação
45502,8025382815,Imoveis com Danos/Risco
45503,8025382221,Não há Ocorrência para essa Solicitação
45504,8025382022,Deslizamentos de Barreiras
45505,8025381820,Não há Ocorrência para essa Solicitação
45506,8025379121,Não há Ocorrência para essa Solicitação
45507,8025376420,Não há Ocorrência para essa Solicitação
45508,8025375618,Não há Ocorrência para essa Solicitação
45509,8025375115,Não há Ocorrência para essa Solicitação
45510,8025374120,Não há Ocorrência para essa Solicitação
45511,8025372920,Não há Ocorrência para essa Solicitação
45512,8025370620,Não há Ocorrência para essa Solicitação
45513,8025369115,Não há Ocorrência para essa Solicitação
45514,8025367520,Não há Ocorrência para essa Solicitação
45515,8025366522,Não há Ocorrência para essa Solicitação
45516,8025365220,Não há Ocorrência para essa Solicitação
45517,8025363315,Imoveis com Danos/Risco
45518,8025363315,Tombamento de Arvores
45519,8025360020,Não há Ocorrência para essa Solicitação
45520,8025359021,Imoveis com Danos/Risco
45521,8025357020,Não há Ocorrência para essa Solicitação
45522,8025355720,Não há Ocorrência para essa Solicitação
45523,8025354918,Não há Ocorrência para essa Solicitação
45524,8025354722,Não há Ocorrência para essa Solicitação
45525,8025351515,Imoveis com Danos/Risco
45526,8025350520,Não há Ocorrência para essa Solicitação
45527,8025349521,Incendios
45528,8025349015,Imoveis com Danos/Risco
45529,8025348020,Imoveis com Danos/Risco
45530,8025347022,Não há Ocorrência para essa Solicitação
45531,8025341816,Imoveis com Danos/Risco
45532,8025341418,Não há Ocorrência para essa Solicitação
45533,8025341222,Não há Ocorrência para essa Solicitação
45534,8025338122,Imoveis com Danos/Risco
45535,8025337917,Não há Ocorrência para essa Solicitação
45536,8025335222,Não há Ocorrência para essa Solicitação
45537,8025334315,Não há Ocorrência para essa Solicitação
45538,8025332015,Arvores em Risco
45539,8025328020,Não há Ocorrência para essa Solicitação
45540,8025326916,Não há Ocorrência para essa Solicitação
45541,8025326322,Não há Ocorrência para essa Solicitação
45542,8025326322,Imoveis com Danos/Risco
45543,8025325921,Muro com Danos
45544,8025324420,Não há Ocorrência para essa Solicitação
45545,8025322120,Não há Ocorrência para essa Solicitação
45546,8025321716,Imoveis com Danos/Risco
45547,8025319415,Não há Ocorrência para essa Solicitação
45548,8025316018,Não há Ocorrência para essa Solicitação
45549,8025312816,Deslizamentos de Barreiras
45550,8025311821,Não há Ocorrência para essa Solicitação
45551,8025311315,Não há Ocorrência para essa Solicitação
45552,8025308721,Muro com Danos
45553,8025305315,Muro com Danos
45554,8025299821,Muro com Danos
45555,8025298317,Não há Ocorrência para essa Solicitação
45556,8025295420,Imoveis com Danos/Risco
45557,8025288115,Invasao de Terreno de Auxilio Moradia
45558,8025287819,Imoveis com Danos/Risco
45559,8025285920,Não há Ocorrência para essa Solicitação
45560,8025283421,Não há Ocorrência para essa Solicitação
45561,8025278220,Arvores em Risco
45562,8025277418,Não há Ocorrência para essa Solicitação
45563,8025277219,Não há Ocorrência para essa Solicitação
45564,8025275320,Não há Ocorrência para essa Solicitação
45565,8025270120,Imoveis com Danos/Risco
45566,8025260421,Não há Ocorrência para essa Solicitação
45567,8025255416,Imoveis com Danos/Risco
45568,8025255416,Arvores em Risco
45569,8025254620,Imoveis com Danos/Risco
45570,8025254617,Não há Ocorrência para essa Solicitação
45571,8025251916,Não há Ocorrência para essa Solicitação
45572,8025248015,Imoveis com Danos/Risco
45573,8025248015,Incendios
45574,8025247818,Imoveis com Danos/Risco
45575,8025246022,Não há Ocorrência para essa Solicitação
45576,8025239015,Deslizamentos de Barreiras
45577,8025239015,Imoveis com Danos/Risco
45578,8025238722,Não há Ocorrência para essa Solicitação
45579,8025238020,Não há Ocorrência para essa Solicitação
45580,8025236422,Muro com Danos
45581,8025236419,Não há Ocorrência para essa Solicitação
45582,8025234716,Não há Ocorrência para essa Solicitação
45583,8025234321,Não há Ocorrência para essa Solicitação
45584,8025233920,Não há Ocorrência para essa Solicitação
45585,8025230821,Não há Ocorrência para essa Solicitação
45586,8025228915,Não há Ocorrência para essa Solicitação
45587,8025225816,Não há Ocorrência para essa Solicitação
45588,8025225620,Não há Ocorrência para essa Solicitação
45589,8025225015,Não há Ocorrência para essa Solicitação
45590,8025223715,Não há Ocorrência para essa Solicitação
45591,8025223121,Arvores em Risco
45592,8025221921,Não há Ocorrência para essa Solicitação
45593,8025219620,Não há Ocorrência para essa Solicitação
45594,8025218116,Não há Ocorrência para essa Solicitação
45595,8025216521,Não há Ocorrência para essa Solicitação
45596,8025213817,Deslizamentos de Barreiras
45597,8025213817,Arvores em Risco
45598,8025208221,Não há Ocorrência para essa Solicitação
45599,8025206021,Não há Ocorrência para essa Solicitação
45600,8025202219,Imoveis com Danos/Risco
45601,8025198920,Não há Ocorrência para essa Solicitação
45602,8025197416,Não há Ocorrência para essa Solicitação
45603,8025196620,Não há Ocorrência para essa Solicitação
45604,8025190115,Não há Ocorrência para essa Solicitação
45605,8025188516,Imoveis com Danos/Risco
45606,8025187720,Não há Ocorrência para essa Solicitação
45607,8025187015,Não há Ocorrência para essa Solicitação
45608,8025184115,Não há Ocorrência para essa Solicitação
45609,8025184016,Não há Ocorrência para essa Solicitação
45610,8025176321,Desabamento Parcial Imoveis
45611,8025164916,Não há Ocorrência para essa Solicitação
45612,8025163918,Não há Ocorrência para essa Solicitação
45613,8025158916,Arvores em Risco
45614,8025158015,Não há Ocorrência para essa Solicitação
45615,8025154515,Desabamento Parcial Imoveis
45616,8025153520,Não há Ocorrência para essa Solicitação
45617,8025150015,Imoveis com Danos/Risco
45618,8025149820,Não há Ocorrência para essa Solicitação
45619,8025146522,Não há Ocorrência para essa Solicitação
45620,8025144222,Não há Ocorrência para essa Solicitação
45621,8025142022,Imoveis com Danos/Risco
45622,8025139922,Não há Ocorrência para essa Solicitação
45623,8025135720,Não há Ocorrência para essa Solicitação
45624,8025133221,Arvores em Risco
45625,8025132115,Não há Ocorrência para essa Solicitação
45626,8025129521,Não há Ocorrência para essa Solicitação
45627,8025127221,Não há Ocorrência para essa Solicitação
45628,8025124716,Imoveis com Danos/Risco
45629,8025123522,Não há Ocorrência para essa Solicitação
45630,8025119120,Deslizamentos de Barreiras
45631,8025118915,Não há Ocorrência para essa Solicitação
45632,8025116220,Não há Ocorrência para essa Solicitação
45633,8025114622,Não há Ocorrência para essa Solicitação
45634,8025110420,Não há Ocorrência para essa Solicitação
45635,8025109421,Incendios
45636,8025109222,Não há Ocorrência para essa Solicitação
45637,8025107022,Não há Ocorrência para essa Solicitação
45638,8025104420,Arvores em Risco
45639,8025104022,Não há Ocorrência para essa Solicitação
45640,8025103016,Imoveis com Danos/Risco
45641,8025095520,Não há Ocorrência para essa Solicitação
45642,8025093615,Imoveis com Danos/Risco
45643,8025086620,Não há Ocorrência para essa Solicitação
45644,8025078715,Imoveis com Danos/Risco
45645,8025078516,Não há Ocorrência para essa Solicitação
45646,8025075616,Não há Ocorrência para essa Solicitação
45647,8025074419,Imoveis com Danos/Risco
45648,8025071522,Não há Ocorrência para essa Solicitação
45649,8025068621,Não há Ocorrência para essa Solicitação
45650,8025068016,Deslizamentos de Barreiras
45651,8025066520,Não há Ocorrência para essa Solicitação
45652,8025065016,Deslizamentos de Barreiras
45653,8025062116,Deslizamentos de Barreiras
45654,8025057421,Não há Ocorrência para essa Solicitação
45655,8025056116,Não há Ocorrência para essa Solicitação
45656,8025055715,Muro com Danos
45657,8025055320,Não há Ocorrência para essa Solicitação
45658,8025051621,Não há Ocorrência para essa Solicitação
45659,8025051016,Imoveis com Danos/Risco
45660,8025050515,Não há Ocorrência para essa Solicitação
45661,8025047415,Imoveis com Danos/Risco
45662,8025046616,Deslizamentos de Barreiras
45663,8025045115,Imoveis com Danos/Risco
45664,8025044316,Imoveis com Danos/Risco
45665,8025041018,Não há Ocorrência para essa Solicitação
45666,8025040620,Imoveis com Danos/Risco
45667,8025039016,Não há Ocorrência para essa Solicitação
45668,8025037716,Muro com Danos
45669,8025037122,Não há Ocorrência para essa Solicitação
45670,8025035615,Não há Ocorrência para essa Solicitação
45671,8025034816,Deslizamentos de Barreiras
45672,8025031916,Imoveis com Danos/Risco
45673,8025031720,Arvores em Risco
45674,8025031720,Imoveis com Danos/Risco
45675,8025029922,Não há Ocorrência para essa Solicitação
45676,8025028620,Muro com Danos
45677,8025028421,Invasao de Terreno de Auxilio Moradia
45678,8025027622,Não há Ocorrência para essa Solicitação
45679,8025026715,Não há Ocorrência para essa Solicitação
45680,8025025322,Não há Ocorrência para essa Solicitação
45681,8025022820,Não há Ocorrência para essa Solicitação
45682,8025022422,Não há Ocorrência para essa Solicitação
45683,8025019916,Arvores em Risco
45684,8025016817,Não há Ocorrência para essa Solicitação
45685,8025016115,Arvores em Risco
45686,8025014122,Não há Ocorrência para essa Solicitação
45687,8025013920,Não há Ocorrência para essa Solicitação
45688,8025013519,Não há Ocorrência para essa Solicitação
45689,8025007519,Não há Ocorrência para essa Solicitação
45690,8025004020,Arvores em Risco
45691,8025003121,Não há Ocorrência para essa Solicitação
45692,8025003019,Invasao de Terreno de Auxilio Moradia
45693,8025001722,Não há Ocorrência para essa Solicitação
45694,8024999422,Não há Ocorrência para essa Solicitação
45695,8024995220,Arvores em Risco
45696,8024995021,Não há Ocorrência para essa Solicitação
45697,8024993315,Imoveis com Danos/Risco
45698,8024991916,Não há Ocorrência para essa Solicitação
45699,8024990020,Não há Ocorrência para essa Solicitação
45700,8024988617,Não há Ocorrência para essa Solicitação
45701,8024988015,Deslizamentos de Barreiras
45702,8024985916,Imoveis com Danos/Risco
45703,8024983218,Não há Ocorrência para essa Solicitação
45704,8024982115,Arvores em Risco
45705,8024981120,Não há Ocorrência para essa Solicitação
