_id,processo_numero,processo_ocorrencia
49660,8020672417,Não há Ocorrência para essa Solicitação
49661,8020671820,Imoveis com Danos/Risco
49662,8020670623,Não há Ocorrência para essa Solicitação
49663,8020669320,Não há Ocorrência para essa Solicitação
49664,8020668123,Não há Ocorrência para essa Solicitação
49665,8020667017,Não há Ocorrência para essa Solicitação
49666,8020666923,Não há Ocorrência para essa Solicitação
49667,8020666420,Deslizamentos de Barreiras
49668,8020666420,Não há Ocorrência para essa Solicitação
49669,8020664120,Não há Ocorrência para essa Solicitação
49670,8020663023,Não há Ocorrência para essa Solicitação
49671,8020660617,Não há Ocorrência para essa Solicitação
49672,8020659621,Não há Ocorrência para essa Solicitação
49673,8020659223,Não há Ocorrência para essa Solicitação
49674,8020659115,Não há Ocorrência para essa Solicitação
49675,8020658714,Muro com Danos
49676,8020658120,Não há Ocorrência para essa Solicitação
49677,8020657023,Não há Ocorrência para essa Solicitação
49678,8020656920,Arvores em Risco
49679,8020656215,Imoveis com Danos/Risco
49680,8020655723,Não há Ocorrência para essa Solicitação
49681,8020654617,Deslizamentos de Barreiras
49682,8020654015,Tombamento de Arvores
49683,8020653514,Muro com Danos
49684,8020653423,Não há Ocorrência para essa Solicitação
49685,8020652715,Tombamento de Arvores
49686,8020651123,Não há Ocorrência para essa Solicitação
49687,8020650415,Desabamento Parcial Imoveis
49688,8020650415,Tombamento de Arvores
49689,8020650415,Imoveis com Danos/Risco
49690,8020650020,Não há Ocorrência para essa Solicitação
49691,8020646914,Não há Ocorrência para essa Solicitação
49692,8020646320,Não há Ocorrência para essa Solicitação
49693,8020645015,Não há Ocorrência para essa Solicitação
49694,8020644017,Não há Ocorrência para essa Solicitação
49695,8020642223,Não há Ocorrência para essa Solicitação
49696,8020641714,Não há Ocorrência para essa Solicitação
49697,8020640915,Não há Ocorrência para essa Solicitação
49698,8020640517,Não há Ocorrência para essa Solicitação
49699,8020640023,Não há Ocorrência para essa Solicitação
49700,8020639214,Não há Ocorrência para essa Solicitação
49701,8020636817,Não há Ocorrência para essa Solicitação
49702,8020636314,Muro com Danos
49703,8020633917,Não há Ocorrência para essa Solicitação
49704,8020631620,Deslizamentos de Barreiras
49705,8020631617,Não há Ocorrência para essa Solicitação
49706,8020629120,Não há Ocorrência para essa Solicitação
49707,8020629117,Não há Ocorrência para essa Solicitação
49708,8020627920,Não há Ocorrência para essa Solicitação
49709,8020627917,Muro com Danos
49710,8020627917,Não há Ocorrência para essa Solicitação
49711,8020627323,Não há Ocorrência para essa Solicitação
49712,8020626018,Não há Ocorrência para essa Solicitação
49713,8020625617,Deslizamentos de Barreiras
49714,8020625015,Deslizamentos de Barreiras
49715,8020625015,Muro com Danos
49716,8020624423,Invasao de Terreno de Auxilio Moradia
49717,8020623317,Não há Ocorrência para essa Solicitação
49718,8020623121,Não há Ocorrência para essa Solicitação
49719,8020622123,Não há Ocorrência para essa Solicitação
49720,8020621921,Não há Ocorrência para essa Solicitação
49721,8020618423,Invasao de Terreno de Auxilio Moradia
49722,8020618020,Não há Ocorrência para essa Solicitação
49723,8020618017,Não há Ocorrência para essa Solicitação
49724,8020617715,Deslizamentos de Barreiras
49725,8020617118,Não há Ocorrência para essa Solicitação
49726,8020616717,Não há Ocorrência para essa Solicitação
49727,8020615614,Não há Ocorrência para essa Solicitação
49728,8020615523,Deslizamentos de Barreiras
49729,8020614417,Imoveis com Danos/Risco
49730,8020612117,Imoveis com Danos/Risco
49731,8020611915,Arvores em Risco
49732,8020610917,Não há Ocorrência para essa Solicitação
49733,8020609216,Não há Ocorrência para essa Solicitação
49734,8020606623,Não há Ocorrência para essa Solicitação
49735,8020606515,Não há Ocorrência para essa Solicitação
49736,8020605321,Não há Ocorrência para essa Solicitação
49737,8020602015,Imoveis Alagados
49738,8020600823,Não há Ocorrência para essa Solicitação
49739,8020600715,Não há Ocorrência para essa Solicitação
49740,8020599517,Deslizamentos de Barreiras
49741,8020598215,Deslizamentos de Barreiras
49742,8020597723,Não há Ocorrência para essa Solicitação
49743,8020596015,Deslizamentos de Barreiras
49744,8020596015,Imoveis com Danos/Risco
49745,8020595020,Arvores em Risco
49746,8020595017,Arvores em Risco
49747,8020594715,Imoveis com Danos/Risco
49748,8020593717,Não há Ocorrência para essa Solicitação
49749,8020590115,Não há Ocorrência para essa Solicitação
49750,8020589116,Não há Ocorrência para essa Solicitação
49751,8020588320,Não há Ocorrência para essa Solicitação
49752,8020586722,Não há Ocorrência para essa Solicitação
49753,8020586523,Não há Ocorrência para essa Solicitação
49754,8020585616,Não há Ocorrência para essa Solicitação
49755,8020583822,Não há Ocorrência para essa Solicitação
49756,8020583120,Não há Ocorrência para essa Solicitação
49757,8020582915,Imoveis com Danos/Risco
49758,8020580021,Não há Ocorrência para essa Solicitação
49759,8020578115,Não há Ocorrência para essa Solicitação
49760,8020577822,Deslizamentos de Barreiras
49761,8020577714,Não há Ocorrência para essa Solicitação
49762,8020577623,Não há Ocorrência para essa Solicitação
49763,8020577120,Não há Ocorrência para essa Solicitação
49764,8020576915,Imoveis com Danos/Risco
49765,8020576915,Deslizamentos de Barreiras
49766,8020574615,Deslizamentos de Barreiras
49767,8020574615,Imoveis com Danos/Risco
49768,8020572315,Desabamento Parcial Imoveis
49769,8020569522,Não há Ocorrência para essa Solicitação
49770,8020568615,Deslizamentos de Barreiras
49771,8020566821,Não há Ocorrência para essa Solicitação
49772,8020565715,Não há Ocorrência para essa Solicitação
49773,8020563921,Não há Ocorrência para essa Solicitação
49774,8020563415,Deslizamentos de Barreiras
49775,8020561817,Não há Ocorrência para essa Solicitação
49776,8020559715,Deslizamentos de Barreiras
49777,8020559317,Muro com Danos
49778,8020556616,Imoveis com Danos/Risco
49779,8020555115,Imoveis com Danos/Risco
49780,8020555115,Deslizamentos de Barreiras
49781,8020553915,Não há Ocorrência para essa Solicitação
49782,8020553321,Não há Ocorrência para essa Solicitação
49783,8020551021,Arvores em Risco
49784,8020550023,Não há Ocorrência para essa Solicitação
49785,8020549817,Não há Ocorrência para essa Solicitação
49786,8020549621,Não há Ocorrência para essa Solicitação
49787,8020547716,Não há Ocorrência para essa Solicitação
49788,8020546215,Imoveis com Danos/Risco
49789,8020545814,Imoveis com Danos/Risco
49790,8020543017,Não há Ocorrência para essa Solicitação
49791,8020542516,Imoveis com Danos/Risco
49792,8020540921,Não há Ocorrência para essa Solicitação
49793,8020540415,Não há Ocorrência para essa Solicitação
49794,8020538620,Não há Ocorrência para essa Solicitação
49795,8020538421,Não há Ocorrência para essa Solicitação
49796,8020538015,Não há Ocorrência para essa Solicitação
49797,8020537622,Imoveis com Danos/Risco
49798,8020536823,Não há Ocorrência para essa Solicitação
49799,8020536516,Não há Ocorrência para essa Solicitação
49800,8020535015,Deslizamentos de Barreiras
49801,8020534921,Não há Ocorrência para essa Solicitação
49802,8020533923,Não há Ocorrência para essa Solicitação
49803,8020533815,Desabamento Parcial Imoveis
49804,8020532820,Deslizamentos de Barreiras
49805,8020531515,Não há Ocorrência para essa Solicitação
49806,8020529015,Muro com Danos
49807,8020528020,Não há Ocorrência para essa Solicitação
49808,8020527923,Imoveis com Danos/Risco
49809,8020526820,Não há Ocorrência para essa Solicitação
49810,8020524520,Deslizamentos de Barreiras
49811,8020521015,Deslizamentos de Barreiras
49812,8020521015,Muro com Danos
49813,8020519021,Deslizamentos de Barreiras
49814,8020518915,Não há Ocorrência para essa Solicitação
49815,8020517920,Não há Ocorrência para essa Solicitação
49816,8020515816,Arvores em Risco
49817,8020515620,Imoveis com Danos/Risco
49818,8020515023,Imoveis com Danos/Risco
49819,8020514821,Não há Ocorrência para essa Solicitação
49820,8020512123,Não há Ocorrência para essa Solicitação
49821,8020511415,Não há Ocorrência para essa Solicitação
49822,8020511216,Invasao de Terreno de Auxilio Moradia
49823,8020511020,Não há Ocorrência para essa Solicitação
49824,8020509620,Não há Ocorrência para essa Solicitação
49825,8020509023,Não há Ocorrência para essa Solicitação
49826,8020508116,Não há Ocorrência para essa Solicitação
49827,8020507715,Arvores em Risco
49828,8020507121,Não há Ocorrência para essa Solicitação
49829,8020506123,Não há Ocorrência para essa Solicitação
49830,8020504923,Não há Ocorrência para essa Solicitação
49831,8020504815,Não há Ocorrência para essa Solicitação
49832,8020503817,Deslizamentos de Barreiras
49833,8020502515,Não há Ocorrência para essa Solicitação
49834,8020501122,Não há Ocorrência para essa Solicitação
49835,8020501023,Não há Ocorrência para essa Solicitação
49836,8020500920,Não há Ocorrência para essa Solicitação
49837,8020500215,Não há Ocorrência para essa Solicitação
49838,8020499523,Não há Ocorrência para essa Solicitação
49839,8020497820,Não há Ocorrência para essa Solicitação
49840,8020497314,Não há Ocorrência para essa Solicitação
49841,8020497223,Não há Ocorrência para essa Solicitação
49842,8020497115,Arvores em Risco
49843,8020497016,Imoveis com Danos/Risco
49844,8020495520,Não há Ocorrência para essa Solicitação
49845,8020495023,Não há Ocorrência para essa Solicitação
49846,8020494215,Não há Ocorrência para essa Solicitação
49847,8020493723,Não há Ocorrência para essa Solicitação
49848,8020492620,Não há Ocorrência para essa Solicitação
49849,8020491423,Não há Ocorrência para essa Solicitação
49850,8020491116,Imoveis com Danos/Risco
49851,8020486620,Não há Ocorrência para essa Solicitação
49852,8020485116,Não há Ocorrência para essa Solicitação
49853,8020482918,Não há Ocorrência para essa Solicitação
49854,8020482216,Desabamento Parcial Imoveis
49855,8020481815,Deslizamentos de Barreiras
49856,8020480817,Não há Ocorrência para essa Solicitação
49857,8020479020,Não há Ocorrência para essa Solicitação
49858,8020478715,Não há Ocorrência para essa Solicitação
49859,8020477720,Não há Ocorrência para essa Solicitação
49860,8020476921,Imoveis com Danos/Risco
49861,8020476921,Arvores em Risco
49862,8020476216,Imoveis com Danos/Risco
49863,8020474820,Não há Ocorrência para essa Solicitação
49864,8020474115,Imoveis com Danos/Risco
49865,8020473623,Não há Ocorrência para essa Solicitação
49866,8020471920,Não há Ocorrência para essa Solicitação
49867,8020471522,Não há Ocorrência para essa Solicitação
49868,8020471323,Não há Ocorrência para essa Solicitação
49869,8020468820,Não há Ocorrência para essa Solicitação
49870,8020466122,Imoveis com Danos/Risco
49871,8020465920,Não há Ocorrência para essa Solicitação
49872,8020464021,Não há Ocorrência para essa Solicitação
49873,8020463620,Não há Ocorrência para essa Solicitação
49874,8020462514,Não há Ocorrência para essa Solicitação
49875,8020462423,Arvores em Risco
49876,8020461320,Não há Ocorrência para essa Solicitação
49877,8020460123,Não há Ocorrência para essa Solicitação
49878,8020459920,Não há Ocorrência para essa Solicitação
49879,8020459215,Arvores em Risco
49880,8020454214,Deslizamentos de Barreiras
49881,8020453415,Deslizamentos de Barreiras
49882,8020451820,Não há Ocorrência para essa Solicitação
49883,8020451621,Não há Ocorrência para essa Solicitação
49884,8020451115,Não há Ocorrência para essa Solicitação
49885,8020449914,Muro com Danos
49886,8020448720,Não há Ocorrência para essa Solicitação
49887,8020448123,Imoveis com Danos/Risco
49888,8020447017,Não há Ocorrência para essa Solicitação
49889,8020446923,Não há Ocorrência para essa Solicitação
49890,8020446815,Arvores em Risco
49891,8020446616,Imoveis com Danos/Risco
49892,8020446616,Muro com Danos
49893,8020445820,Não há Ocorrência para essa Solicitação
49894,8020445314,Arvores em Risco
49895,8020445314,Desabamento Parcial Imoveis
49896,8020445314,Imoveis com Danos/Risco
49897,8020445314,Muro com Danos
49898,8020445314,Tombamento de Arvores
49899,8020444623,Não há Ocorrência para essa Solicitação
49900,8020443915,Muro com Danos
49901,8020442920,Não há Ocorrência para essa Solicitação
49902,8020442323,Não há Ocorrência para essa Solicitação
49903,8020441615,Deslizamentos de Barreiras
49904,8020440620,Imoveis com Danos/Risco
49905,8020439223,Deslizamentos de Barreiras
49906,8020438120,Deslizamentos de Barreiras
49907,8020438120,Não há Ocorrência para essa Solicitação
49908,8020437915,Não há Ocorrência para essa Solicitação
49909,8020437915,Deslizamentos de Barreiras
